0.048066	0.108204	6.045553	5.802158	-0.006651	-0.011908	0.820197	0.794284
6.282171	0.174828	6.038191	6.154767	-0.004655	-0.024253	0.848575	0.786364
6.260295	0.080840	6.085193	6.204618	-0.007299	-0.018010	0.832265	0.781174
6.266779	6.266365	6.141512	6.203905	-0.008234	-0.014361	0.839560	0.854099
6.265707	6.219761	6.202392	6.158210	-0.009422	-0.009427	0.834820	0.847225
6.232540	0.009655	6.132263	6.048539	-0.008166	-0.010371	0.840072	0.817270
6.256105	0.042105	6.123638	5.987478	-0.006443	-0.007548	0.822587	0.867389
6.260975	0.079874	6.092344	6.053706	-0.008467	-0.012511	0.836161	0.817290
0.092416	0.147315	6.038997	5.967313	-0.007796	-0.010217	0.813740	0.821278
0.027734	0.143306	6.075760	5.901109	-0.005787	-0.012652	0.820073	0.845035
0.154671	0.146979	5.978576	5.965020	-0.009586	-0.006230	0.810171	0.823005
0.159128	0.051327	6.017199	5.784797	-0.008913	-0.000213	0.823975	0.826563
6.226804	6.247865	6.230262	5.827811	-0.013113	0.015375	0.851390	0.839173
0.014340	6.156306	6.228207	6.007980	-0.017317	0.017419	0.839027	0.854984
0.015311	5.821894	6.183058	0.021884	-0.016518	0.018910	0.845230	0.799555
0.101321	5.861845	6.236219	5.964644	-0.016014	0.030607	0.835255	0.819142
6.266875	5.904239	6.216569	5.856898	-0.009330	0.026350	0.813133	0.828221
6.216462	5.931418	0.075353	6.016013	-0.017150	0.027430	0.824473	0.839853
6.271274	5.883049	0.013271	5.877079	-0.023889	0.029692	0.845891	0.855626
0.174459	5.912260	0.031127	5.839310	-0.031034	0.027236	0.804404	0.810226
0.170957	5.909924	0.042660	5.838100	-0.031021	0.032296	0.828212	0.829988
0.149351	5.884990	6.228959	5.819020	-0.028569	0.032080	0.845647	0.847921
0.182956	5.957543	6.122641	5.857257	-0.022182	0.027649	0.855030	0.847546
0.106958	5.921221	6.234330	5.855573	-0.024516	0.029185	0.856149	0.847907
0.108704	5.919413	6.196707	5.840521	-0.021360	0.031614	0.835463	0.862185
0.095856	6.010144	6.182647	5.777429	-0.021003	0.027581	0.837970	0.771931
0.174974	5.941095	6.159697	5.995148	-0.015728	0.015575	0.827333	0.842965
6.231266	6.070564	0.114514	6.053150	-0.015152	0.013547	0.817051	0.852603
6.186757	6.047968	0.027615	5.959495	-0.017520	0.018162	0.825605	0.807786
6.274431	6.008717	6.020070	5.983809	-0.000508	0.017794	0.864381	0.842868
6.088219	6.024800	5.989458	6.036149	0.013543	0.008589	0.763179	0.833053
5.918561	6.079981	6.031472	6.037947	0.016190	0.013918	0.881151	0.829864
6.076156	6.077648	5.933843	5.873901	0.009355	0.014636	0.765260	0.836220
6.236771	6.041546	5.871828	5.773699	0.004434	0.014816	0.844756	0.854583
6.216534	6.018770	6.004303	6.213106	-0.005890	0.001248	0.835129	0.853148
6.225431	6.134645	6.062793	5.964579	-0.004786	0.000757	0.815009	0.869129
6.251843	6.258422	6.007675	5.802700	-0.000918	0.002391	0.848879	0.865306
6.257479	6.213810	6.051538	5.859461	-0.007954	-0.001033	0.833644	0.805737
6.244693	0.000209	6.160381	6.155248	-0.011875	-0.008397	0.836302	0.820370
0.052986	6.241002	6.231709	6.140078	-0.018900	-0.008965	0.787564	0.823428
0.015968	6.260348	6.173862	6.163343	-0.003758	-0.010998	0.878214	0.837211
6.172757	6.258908	6.017002	6.111039	0.005864	-0.011557	0.765748	0.845941
6.108999	0.002745	5.933220	6.067735	0.005474	-0.005440	0.836141	0.846867
6.137863	6.206370	5.939995	6.125260	0.010478	0.003511	0.869086	0.837162
6.047031	6.189901	5.978134	5.902405	0.008971	0.004525	0.849855	0.803935
6.021323	6.173498	5.947018	5.992327	0.017011	0.010387	0.863879	0.857639
6.143270	5.969979	5.916637	6.226878	0.001112	-0.003126	0.841584	0.845719
6.170796	6.164506	6.044470	6.165781	0.006774	-0.012119	0.827923	0.801953
6.102580	0.130390	6.106153	5.977792	0.003511	-0.003586	0.839091	0.784755
6.063689	6.188110	6.150228	5.908154	0.006433	0.008124	0.840644	0.837740
6.100374	6.174547	5.908223	6.084799	0.009594	-0.003515	0.801771	0.861067
6.220705	6.208860	5.878710	6.027298	0.002029	0.000856	0.864195	0.798891
0.024190	6.193019	5.862124	6.030420	0.001087	-0.000063	0.792813	0.801178
0.013576	6.130435	5.965937	6.109850	-0.006742	0.011209	0.824054	0.827632
0.063719	5.964795	6.024861	6.271286	-0.011504	0.005591	0.828510	0.808640
0.043532	6.090425	6.113122	6.086548	-0.011344	0.008321	0.844630	0.788726
6.266155	6.064922	6.087389	6.035987	-0.010756	0.010541	0.821772	0.870938
0.045983	6.081015	6.031735	6.075189	-0.014303	0.006176	0.849445	0.793389
0.023838	6.101156	6.022655	6.166010	-0.011995	0.008024	0.864958	0.869002
0.016869	6.032035	6.159698	6.200050	-0.013437	-0.000542	0.863339	0.807581
0.031969	6.103390	6.123830	6.241274	-0.014600	0.011402	0.841988	0.849726
0.113558	6.036860	6.056558	0.031509	-0.014308	-0.006214	0.822920	0.788141
0.082702	6.198081	6.053433	6.223542	-0.012320	-0.005171	0.825896	0.882935
0.173850	6.141729	5.933295	6.174294	-0.018227	-0.001813	0.838067	0.750937
0.217201	6.155632	5.923214	6.089560	-0.015492	0.006269	0.841156	0.801848
0.194308	6.112504	5.911686	6.135606	-0.017997	-0.000047	0.832077	0.843512
0.213489	6.166252	5.907842	6.013342	-0.016172	-0.000970	0.820614	0.842464
0.132011	6.259778	5.981114	6.020648	-0.012490	-0.003153	0.783539	0.857958
0.099619	0.056511	6.084376	5.960837	-0.011626	-0.005415	0.806584	0.842205
6.142792	6.272938	0.185149	6.119810	-0.010031	-0.011360	0.807051	0.817335
