0.169620	0.334916	0.364074	0.554741	0.001478	-0.010349	0.847776	0.967393
0.209039	0.295104	0.424097	0.566312	-0.005735	-0.011550	0.941522	0.949176
0.211970	0.300412	0.489141	0.605782	-0.005976	-0.013832	0.913528	0.813275
0.276956	0.231017	0.431505	0.524880	-0.004953	-0.004051	0.874135	0.818764
0.173283	0.202313	0.506536	0.497898	0.000914	-0.007023	0.883934	0.933567
0.135087	0.321731	0.573723	0.374673	-0.008078	-0.003739	0.888996	0.826165
0.172535	0.267281	0.718308	0.309792	-0.009969	0.003816	0.884498	0.871054
0.268541	0.207816	0.604086	0.440815	-0.011060	-0.012135	0.915756	0.824714
0.260367	0.318206	0.595200	0.359856	-0.010577	-0.002607	0.872547	0.860636
0.248700	0.319650	0.617831	0.465123	-0.012314	-0.008259	0.905063	0.834896
0.254681	0.305205	0.652429	0.535628	-0.012075	-0.017799	0.886965	0.919420
0.226296	0.328702	0.498712	0.794339	-0.011984	-0.021617	0.881516	0.805179
0.378511	0.154298	0.470239	0.682069	-0.016398	-0.009845	0.877060	0.880820
0.373296	0.210009	0.531013	0.722717	-0.017690	-0.013271	0.866158	0.872492
0.427066	0.154505	0.476989	0.728097	-0.018728	-0.012753	0.873278	0.860585
0.448798	0.198645	0.534364	0.704138	-0.025086	-0.013396	0.883482	0.885376
0.498957	0.248536	0.635772	0.687985	-0.028122	-0.013255	0.919657	0.874356
0.547604	0.209617	0.594914	0.647858	-0.031469	-0.010078	0.920594	0.900359
0.542159	0.205202	0.549309	0.611948	-0.031736	-0.009454	0.900679	0.913173
0.561486	0.206510	0.651229	0.594901	-0.031146	-0.009171	0.952384	0.946210
0.572666	0.269642	0.597547	0.553784	-0.028863	-0.010787	0.948764	0.862936
0.470763	0.228727	0.688635	0.669754	-0.026208	-0.014735	0.835422	0.899741
0.364021	0.228261	0.798942	0.628366	-0.027515	-0.014410	0.869587	0.839366
0.440099	0.200583	0.729543	0.629426	-0.032143	-0.012141	0.847447	0.857712
0.443359	0.266929	0.564202	0.519252	-0.028978	-0.009206	0.855472	0.850906
0.554138	0.256766	0.502830	0.574278	-0.026723	-0.009787	0.883618	0.861846
0.560515	0.379263	0.501712	0.415255	-0.033061	-0.015595	0.857088	0.776177
0.579135	0.401856	0.512355	0.468221	-0.030623	-0.022137	0.884601	0.796572
0.597212	0.422280	0.641632	0.686255	-0.039488	-0.023432	0.873940	0.874445
0.618440	0.392786	0.728784	0.667659	-0.042916	-0.023769	0.878293	0.862760
0.602777	0.441509	0.746659	0.710816	-0.041170	-0.021566	0.897604	0.883556
0.603910	0.397029	0.765233	0.442973	-0.040306	-0.020491	0.896378	0.927633
0.549499	0.422896	0.690041	0.418037	-0.028361	-0.017423	0.894627	0.898700
0.542835	0.310170	0.487021	0.763832	-0.029883	-0.019743	0.808066	0.843838
0.481256	0.286650	0.492634	0.621377	-0.022893	-0.021863	0.824164	0.788024
0.479039	0.230376	0.585354	0.847746	-0.025851	-0.027888	0.918521	0.852367
0.420354	0.384974	0.671778	0.850690	-0.019767	-0.031458	0.835079	0.880688
0.367209	0.434654	0.447197	0.700727	-0.004250	-0.033576	0.813255	0.892008
0.162921	0.444485	0.375170	0.782368	0.005963	-0.025333	0.855650	0.894808
0.114050	0.396273	0.431861	0.684111	0.001763	-0.025957	0.870774	0.829338
0.196397	0.402640	0.406864	0.663836	-0.000632	-0.021093	0.908431	0.826798
0.239399	0.429586	0.424468	0.596601	-0.000962	-0.026796	0.866628	0.915400
0.181425	0.414796	0.538165	0.708998	-0.001308	-0.020038	0.908037	0.864506
0.160359	0.209781	0.482556	0.662443	0.002425	-0.008005	0.879031	0.790616
0.105151	0.227044	0.509337	0.705759	-0.000901	-0.008921	0.889542	0.798843
0.143171	0.036547	0.571910	0.816643	0.002708	-0.008928	0.917774	0.785185
6.261972	0.040581	0.633588	0.774643	0.006498	-0.008665	0.842412	0.779931
6.253196	0.097065	0.534159	0.767045	0.011922	-0.012683	0.846229	0.878588
6.249124	0.090552	0.495475	0.735875	0.007942	-0.001502	0.881152	0.851969
0.079859	6.207862	0.444626	0.751631	0.009082	0.004737	0.906223	0.889934
0.010448	6.143690	0.443235	0.705912	0.011668	0.004599	0.884567	0.882407
6.270458	6.184012	0.416496	0.668037	0.018231	0.008593	0.881735	0.829553
6.201031	6.171479	0.525800	0.678508	0.008799	0.008544	0.862890	0.879873
6.226174	6.279161	0.597356	0.322160	0.005673	0.009445	0.943472	0.792659
6.276486	0.005227	0.599209	0.339862	0.001860	0.024927	0.902180	0.848911
0.115191	6.231143	0.453276	0.428246	0.003659	0.011208	0.897960	0.882694
0.073513	0.107128	0.449890	0.283466	0.004812	0.011407	0.903010	0.907358
0.079904	0.081786	0.474145	0.454175	0.003027	0.014524	0.904098	0.861725
0.131120	6.138849	0.452969	0.609599	0.003320	0.010229	0.913122	0.903404
0.120047	6.178854	0.428757	0.531377	0.005871	0.020207	0.908683	0.828779
0.145284	6.175896	0.418503	0.407189	0.001326	0.018195	0.894259	0.846173
0.165111	6.269045	0.540607	0.333237	-0.003403	0.017870	0.820502	0.849271
0.093951	6.244318	0.616936	0.447222	-0.004515	0.020777	0.926167	0.873749
0.142659	6.166191	0.551986	0.336012	-0.001314	0.029724	0.862669	0.852629
0.103539	6.092904	0.599868	0.429923	-0.000883	0.017752	0.863066	0.849342
0.107876	0.027834	0.614455	0.480554	-0.005006	-0.001760	0.861219	0.840348
0.130881	0.297204	0.685575	0.507553	-0.005016	-0.018155	0.899417	0.783943
0.115777	0.299360	0.534926	0.584710	0.000525	-0.010084	0.860526	0.815271
0.131084	0.249174	0.521743	0.560394	0.001070	-0.013794	0.874841	0.908146
0.142386	0.290717	0.510769	0.427348	0.002234	-0.009895	0.882918	0.827896
0.057761	0.322060	0.510239	0.479139	0.006015	-0.009727	0.871168	0.865095
0.094513	0.305974	0.404970	0.520408	0.011640	-0.008697	0.890485	0.910067
0.017332	0.308872	0.425489	0.468967	0.018453	-0.009675	0.869195	0.910602
6.180336	0.335972	0.404102	0.494409	0.023753	-0.012571	0.838644	0.881702
6.110270	0.384334	0.348116	0.347758	0.027693	-0.016695	0.820314	0.847687
6.086725	0.296921	0.343369	0.797593	0.029753	-0.024250	0.832957	0.917701
6.076571	0.354374	0.504695	0.720936	0.018445	-0.023652	0.769945	0.926814
6.181032	0.416952	0.616943	0.640520	0.013540	-0.024497	0.881621	0.888544
6.110894	0.412956	0.583643	0.659228	0.018246	-0.022850	0.854312	0.880299
6.138705	0.389384	0.477411	0.597337	0.018323	-0.019263	0.904773	0.891446
6.177735	0.390136	0.564825	0.611437	0.010307	-0.019684	0.907239	0.895108
6.182965	0.369255	0.604259	0.572751	0.011231	-0.014508	0.913602	0.920936
