1	9.164105	0.006930	0.957695	0.190750
2	8.623562	0.004858	0.915381	0.127753
3	8.194356	0.003695	0.873708	0.083325
4	7.861386	0.002811	0.833484	0.069609
5	7.581573	0.002192	0.794323	0.043263
6	7.242670	0.001622	0.757132	0.008195
7	6.962923	0.001259	0.720571	0.027504
8	6.702559	0.001091	0.684191	0.032977
9	6.499619	0.000915	0.648636	0.010396
10	6.365686	0.000789	0.615840	0.052501
11	6.119875	0.000690	0.586355	0.013636
12	5.971124	0.000698	0.558206	0.009445
13	5.775526	0.000809	0.531777	0.016906
14	5.551113	0.000895	0.506317	0.001516
15	5.411739	0.000950	0.483224	-0.017817
16	5.268490	0.000875	0.463454	-0.012566
17	5.193228	0.000817	0.444704	-0.007916
18	5.079661	0.000858	0.427328	-0.020023
19	4.966730	0.000784	0.409062	-0.012660
20	4.845520	0.000503	0.391082	0.013442
21	4.692945	0.000360	0.372299	0.002050
22	4.631185	0.000136	0.351348	0.002115
23	4.527853	0.000099	0.333881	0.002844
24	4.502281	0.000025	0.313748	0.013216
25	4.427143	-0.000129	0.293479	0.020970
26	4.322302	0.000080	0.276227	-0.003759
27	4.251154	0.000158	0.259335	0.017640
28	4.190175	0.000087	0.242846	-0.004395
29	4.197767	0.000020	0.228556	-0.028018
30	4.156191	-0.000037	0.213353	-0.009864
31	4.075208	-0.000132	0.197094	0.008249
32	3.947597	-0.000255	0.183094	-0.000996
33	3.896588	-0.000253	0.168838	0.000431
34	3.829014	-0.000208	0.156276	0.023890
35	3.759220	-0.000158	0.145141	0.010948
36	3.642317	-0.000045	0.134383	0.004789
37	3.620848	0.000013	0.122981	0.024139
38	3.524466	-0.000168	0.110972	0.019856
39	3.418500	-0.000352	0.098058	0.014269
40	3.319215	-0.000513	0.088121	0.015373
41	3.276731	-0.000670	0.078508	0.001772
42	3.251585	-0.000519	0.068841	0.003516
43	3.277947	-0.000283	0.059812	0.030706
44	3.213797	-0.000219	0.054704	0.021930
45	3.196760	-0.000124	0.051482	0.033112
46	3.248105	0.000054	0.048976	0.007486
47	3.337122	0.000332	0.047296	0.010467
48	3.320214	0.000480	0.044481	-0.005830
49	3.309633	0.000613	0.040995	-0.014950
50	3.291058	0.000545	0.035929	-0.009826
51	3.352982	0.000480	0.032275	-0.010140
52	3.334208	0.000376	0.029212	-0.001806
53	3.304523	0.000162	0.026193	-0.007813
54	3.275545	0.000124	0.023851	0.001050
55	3.323011	-0.000002	0.021193	-0.023055
56	3.292377	-0.000296	0.019156	-0.000435
57	3.322825	-0.000447	0.016834	-0.002464
58	3.379282	-0.000424	0.015744	-0.023535
59	3.422591	-0.000445	0.015090	-0.000651
60	3.418513	-0.000419	0.013529	-0.004526
61	3.473990	-0.000328	0.013877	-0.011771
62	3.519539	-0.000328	0.015875	-0.022219
63	3.508851	-0.000220	0.015393	-0.008536
64	3.489810	-0.000075	0.013410	-0.015925
65	3.520251	-0.000037	0.008170	-0.000661
66	3.454603	-0.000067	0.002928	-0.019398
67	3.436910	-0.000135	-0.002918	0.007751
68	3.399824	-0.000214	-0.009020	0.021391
69	3.356464	-0.000178	-0.013251	0.000775
70	3.301608	-0.000254	-0.016103	0.020879
71	3.217213	-0.000287	-0.020368	0.016489
72	3.182281	-0.000242	-0.024789	-0.009836
73	3.106977	-0.000254	-0.027557	-0.010837
74	3.080829	-0.000483	-0.029375	-0.034061
75	3.046418	-0.000561	-0.031327	-0.037221
76	3.012119	-0.000538	-0.032459	-0.005649
77	3.035075	-0.000517	-0.035740	-0.003846
78	3.014846	-0.000459	-0.038921	-0.023840
79	3.045638	-0.000273	-0.042871	-0.017690
80	2.991115	-0.000249	-0.043790	-0.036567
81	3.002688	-0.000272	-0.044322	-0.020747
82	2.984172	-0.000302	-0.044192	-0.012914
83	2.923899	-0.000198	-0.045641	-0.017208
84	2.993483	-0.000025	-0.044027	-0.002148
85	3.018212	0.000024	-0.040197	-0.008296
86	3.000033	0.000247	-0.037645	0.002036
87	3.000495	0.000177	-0.035551	0.016955
88	3.060215	0.000041	-0.035688	-0.018190
89	3.069437	0.000012	-0.034320	-0.010279
90	3.036817	-0.000025	-0.032450	-0.032397
91	3.056440	-0.000076	-0.030405	-0.014410
92	3.085533	-0.000104	-0.027787	0.001277
93	3.063550	-0.000105	-0.021641	-0.032924
94	3.043731	-0.000210	-0.013977	-0.039601
95	3.005565	-0.000239	-0.007914	-0.000904
96	2.995210	-0.000294	-0.001875	0.012968
97	2.986890	-0.000305	0.004271	-0.015767
98	3.016046	-0.000241	0.009179	-0.025989
99	3.003803	-0.000083	0.015266	0.000272
100	2.982475	0.000043	0.022321	0.016764
1	10.355605	0.007156	0.951267	0.200596
2	9.654070	0.005006	0.903322	0.093940
3	9.079816	0.003592	0.857248	0.079601
4	8.697751	0.002681	0.810870	0.060690
5	8.314271	0.001995	0.766849	0.043357
6	8.049174	0.001620	0.724608	0.035037
7	7.750116	0.001432	0.684817	0.054278
8	7.470068	0.001180	0.646532	0.045297
9	7.199025	0.001122	0.610370	0.017594
10	7.037607	0.001078	0.578211	0.024377
11	6.807878	0.000962	0.546987	0.021496
12	6.583812	0.000673	0.515911	0.023587
13	6.475111	0.000560	0.488746	0.008417
14	6.316049	0.000572	0.464825	0.013996
15	6.183489	0.000502	0.441038	0.015196
16	6.089332	0.000619	0.420541	0.000842
17	6.025873	0.000626	0.400238	0.019814
18	5.942029	0.000518	0.380104	0.022896
19	5.867462	0.000353	0.360695	0.046646
20	5.829086	0.000196	0.340525	0.040162
21	5.732711	0.000023	0.322164	0.014965
22	5.655306	-0.000030	0.304825	0.025213
23	5.608247	-0.000095	0.289072	0.029345
24	5.549067	-0.000124	0.272327	0.009379
25	5.500825	-0.000198	0.256483	0.005260
26	5.430811	-0.000281	0.240695	0.003936
27	5.322001	-0.000227	0.224780	0.004728
28	5.215082	-0.000164	0.209553	-0.013347
29	5.126336	-0.000109	0.196167	-0.006658
30	5.049490	-0.000034	0.183988	0.002532
31	4.960488	-0.000060	0.171993	0.025654
32	4.881845	0.000083	0.161490	0.006683
33	4.842095	0.000283	0.155723	-0.007980
34	4.840111	0.000237	0.150370	-0.009592
35	4.748248	0.000356	0.144806	-0.041274
36	4.733832	0.000506	0.139940	0.004557
37	4.747280	0.000481	0.133035	0.015612
38	4.677014	0.000448	0.125618	-0.025954
39	4.606532	0.000415	0.119790	-0.015092
40	4.564002	0.000356	0.112656	-0.004382
41	4.511484	0.000270	0.106354	0.001777
42	4.449234	0.000220	0.099879	-0.020250
43	4.462855	0.000265	0.092048	-0.033632
44	4.415171	0.000300	0.087722	0.008084
45	4.337711	0.000299	0.084320	0.003866
46	4.308052	0.000384	0.081375	0.033934
47	4.316899	0.000374	0.077739	-0.030873
48	4.338780	0.000258	0.075968	0.003965
49	4.328050	0.000091	0.074144	-0.003146
50	4.328439	0.000070	0.074485	-0.023087
51	4.263353	0.000032	0.075470	-0.002254
52	4.160451	-0.000151	0.073882	-0.001757
53	4.205485	-0.000236	0.072532	0.005465
54	4.225910	-0.000048	0.071513	0.003684
55	4.181557	0.000001	0.070787	0.029149
56	4.167194	-0.000079	0.067308	0.004113
57	4.093405	-0.000051	0.063501	-0.014429
58	3.990416	-0.000243	0.060671	0.008532
59	3.955489	-0.000343	0.057009	-0.005344
60	3.921342	-0.000424	0.053534	0.016945
61	3.845666	-0.000425	0.048841	0.006442
62	3.811548	-0.000512	0.043881	0.008296
63	3.804739	-0.000697	0.040189	0.006078
64	3.768167	-0.000628	0.037405	0.006386
65	3.768293	-0.000434	0.035279	-0.008362
66	3.774454	-0.000210	0.033654	0.011369
67	3.780569	-0.000184	0.032294	0.013778
68	3.827732	-0.000264	0.031275	0.010100
69	3.856949	-0.000284	0.028484	-0.008371
70	3.825878	-0.000222	0.026983	0.007315
71	3.854456	-0.000050	0.027458	0.004829
72	3.939107	0.000075	0.027879	0.000089
73	4.032338	0.000191	0.026652	0.019055
74	4.067151	0.000119	0.026045	-0.002740
75	4.091162	0.000173	0.026283	0.017485
76	4.134877	0.000303	0.024782	0.005817
77	4.240833	0.000387	0.024146	0.010689
78	4.279073	0.000478	0.024320	0.014844
79	4.297264	0.000534	0.024940	0.003618
80	4.328049	0.000587	0.020923	-0.005092
81	4.376958	0.000457	0.016261	-0.023948
82	4.398944	0.000171	0.011377	-0.008731
83	4.451191	-0.000022	0.006449	-0.014495
84	4.435925	-0.000224	0.001656	-0.017922
85	4.437519	-0.000391	-0.004475	0.012134
86	4.391545	-0.000645	-0.009073	0.009398
87	4.371970	-0.000737	-0.012119	-0.000653
88	4.362852	-0.000785	-0.014445	-0.024975
89	4.326070	-0.000878	-0.013925	-0.018686
90	4.366030	-0.000821	-0.013799	-0.011426
91	4.338837	-0.000709	-0.013426	0.012011
92	4.339690	-0.000622	-0.011101	0.008591
93	4.288070	-0.000617	-0.008262	0.013426
94	4.276402	-0.000493	-0.004647	0.006303
95	4.251785	-0.000301	0.000342	0.015197
96	4.276017	-0.000095	0.004057	0.016785
97	4.255688	0.000115	0.006632	0.000290
98	4.196768	0.000151	0.007567	0.019589
99	4.171806	0.000160	0.007741	-0.001127
100	4.125688	0.000109	0.010017	0.004990
