1	12.642193	0.005581	0.943298	0.341376
2	11.706883	0.003470	0.890835	0.259535
3	11.191967	0.002347	0.839242	0.194138
4	10.795491	0.001644	0.793841	0.160225
5	10.546275	0.001128	0.751390	0.125035
6	10.262810	0.000817	0.709629	0.116505
7	10.000154	0.000567	0.670424	0.071009
8	9.639702	0.000506	0.634003	0.070158
9	9.295725	0.000350	0.599786	0.044449
10	9.040905	0.000259	0.567015	0.055802
11	8.809738	0.000298	0.537269	0.040978
12	8.519510	0.000284	0.506663	0.043225
13	8.234375	0.000341	0.473992	0.030711
14	8.047607	0.000326	0.441365	0.032124
15	7.909534	0.000232	0.409246	0.047118
16	7.758331	0.000148	0.381691	0.039258
17	7.675775	0.000118	0.354304	0.029258
18	7.594269	0.000078	0.329332	0.031851
19	7.391949	0.000036	0.306073	0.046750
20	7.286293	-0.000121	0.283447	0.057393
21	7.171082	-0.000128	0.262612	0.037912
22	7.094788	-0.000129	0.241514	0.026074
23	7.011398	-0.000077	0.220621	0.002256
24	6.874858	-0.000081	0.198810	0.016475
25	6.819004	0.000030	0.177553	0.028205
26	6.826138	0.000041	0.157558	0.007491
27	6.750622	0.000104	0.141233	-0.006965
28	6.664398	0.000268	0.127436	0.010643
29	6.509243	0.000235	0.115375	0.007152
30	6.371067	0.000214	0.102524	0.008055
31	6.295923	0.000230	0.089193	0.019028
32	6.239995	0.000187	0.076764	-0.014987
33	6.226975	0.000076	0.065447	-0.006396
34	6.192304	0.000163	0.058250	-0.018149
35	6.158786	0.000011	0.046769	-0.008446
36	6.166215	-0.000073	0.036315	0.005161
37	6.130770	-0.000064	0.028296	-0.000238
38	6.084969	-0.000175	0.021109	-0.027671
39	6.076623	-0.000036	0.016174	-0.018955
40	6.088076	0.000036	0.011328	-0.001294
41	6.156209	-0.000133	0.006306	-0.025956
42	6.128316	-0.000226	0.001547	-0.006020
43	6.091306	-0.000151	-0.000478	-0.000442
44	5.990403	-0.000013	-0.000403	-0.005407
45	5.971429	-0.000007	0.000706	0.008209
46	6.019308	-0.000088	0.002742	0.015620
47	5.979588	-0.000080	0.001748	0.034892
48	5.917843	-0.000125	0.003082	0.027356
49	5.964697	-0.000233	0.005869	0.026818
50	6.061379	-0.000176	0.009410	0.039079
51	6.070027	-0.000071	0.013693	-0.004420
52	6.096120	-0.000048	0.017269	0.028853
53	6.162360	-0.000052	0.020813	0.014880
