0	0.000000	3.141593	0.000000	3.141593	0.000000	3.141593	0.100000	0.900000
0	0.107778	1.394312	6.208903	3.295540	-0.008740	3.544478	0.474610	0.593703
0	0.263209	6.251104	6.017541	3.437045	-0.042618	3.681632	0.680301	0.191698
0	0.550762	0.146292	6.166075	3.977300	-0.056546	3.662554	0.777446	0.156653
0	0.969836	5.231675	6.066337	4.723317	-0.092824	3.766416	0.885890	0.217170
0	1.158121	5.574018	6.160310	3.790822	-0.086957	2.075626	0.880052	0.181826
0	0.911474	6.102184	0.119468	4.718179	-0.095003	0.693934	0.942067	0.121203
0	1.012085	1.674700	0.090750	2.635870	-0.088097	4.964785	0.819120	0.117974
0	1.001163	6.242693	6.087863	5.311171	-0.076314	2.815618	0.860349	0.050462
0	1.006371	4.780031	6.103108	3.901556	-0.084012	2.607380	0.905399	0.071234
0	0.912803	5.478693	6.033730	5.908078	-0.085852	4.682559	0.909395	0.064891
0	0.959629	1.416540	6.230934	3.840883	-0.080794	9.714059	0.920343	0.226270
0	0.803089	5.663264	0.370481	1.670923	-0.075996	7.490264	0.905003	0.292999
0	0.859610	2.548162	0.030233	3.394696	-0.065887	6.056224	0.819498	0.308785
0	0.616232	0.854488	6.166278	3.174769	-0.031989	6.062271	0.902463	0.327299
0	0.080433	0.711474	6.188714	3.043860	0.012066	6.123385	0.846222	0.334819
0	6.023409	6.171343	0.059501	1.281427	-0.019890	5.562788	0.867534	0.183873
0	0.228333	0.681958	6.169091	2.943132	-0.027584	5.473081	0.843512	0.167996
0	0.240559	0.953756	6.140350	2.192015	-0.020615	5.494623	0.884290	0.346442
0	0.325862	0.717081	5.738456	2.796932	-0.014478	5.490991	0.922609	0.273289
0	0.168425	6.026083	6.078330	0.821861	-0.033021	6.151983	0.913438	0.124079
0	0.512837	1.481108	6.134070	0.790371	-0.054918	6.059693	0.933244	0.329440
0	0.512812	2.806336	0.085698	5.901763	-0.052773	6.083658	0.916645	0.808601
0	0.344599	2.327558	6.249936	0.908132	-0.026975	6.090192	0.895969	0.744987
0	0.125276	2.305756	6.280136	6.106657	-0.038620	6.078164	0.883466	0.484896
0	0.215836	2.615653	0.059084	0.417549	-0.035595	6.055779	0.936959	0.661620
0	0.221218	2.873133	0.058814	6.092097	-0.038051	6.068748	0.938947	0.689085
0	0.249710	2.726664	0.073775	0.355830	-0.033782	6.030083	0.935103	0.640136
0	0.232971	2.842939	6.249524	0.757168	-0.022820	6.031951	0.931852	0.670162
0	0.007292	2.356449	0.010304	0.966096	-0.020943	6.064312	0.920738	0.735555
0	0.006406	2.257496	0.028654	0.867506	-0.015234	6.038442	0.952558	0.644050
0	6.205961	2.799213	0.064990	0.342042	-0.008959	6.045034	0.913475	0.709237
0	5.973718	2.305742	0.033102	0.410278	0.009603	6.081195	0.961631	0.779029
0	5.980618	2.221355	6.056576	0.519553	0.025743	6.077002	0.953686	0.733273
0	6.008952	2.088326	5.838234	0.569932	0.016501	6.077423	0.933901	0.726590
0	6.244414	2.167175	5.884286	0.450203	-0.002696	6.097050	0.916053	0.766572
0	6.181664	2.002145	6.281584	6.236353	-0.006286	6.107850	0.948903	0.845412
0	6.147184	1.932356	6.270672	6.256382	-0.003814	6.109031	0.935127	0.679559
0	6.122017	1.545658	6.279931	1.092407	-0.004909	6.109673	0.932818	0.754988
0	6.218512	1.694441	5.962515	0.323442	0.000109	6.164709	0.900643	0.794904
0	6.142854	1.531116	6.099859	0.198505	-0.002622	6.130625	0.921074	0.921668
0	0.003942	1.496800	5.923653	0.286833	0.000386	6.127051	0.954352	0.859312
0	6.248339	1.779029	6.042732	0.092838	-0.000476	6.138277	0.902617	0.832368
0	6.206142	1.759691	5.989043	0.024046	0.003710	6.133409	0.921124	0.830041
0	6.090308	2.021366	5.963258	6.247216	0.010132	6.107998	0.907588	0.699317
0	6.125476	2.113343	5.781412	0.149560	0.021089	6.108275	0.906492	0.804466
0	6.140610	2.160143	5.836154	0.083134	0.013665	6.108095	0.943765	0.825606
0	6.110685	1.758416	6.016470	0.584247	0.001554	6.133022	0.941112	0.864639
0	6.199854	1.519837	5.943024	6.282099	0.006471	6.165363	0.971544	0.603026
0	6.111715	1.398311	6.082902	0.154114	0.009419	6.163341	0.948039	0.683819
0	6.139150	1.446332	5.885206	0.115451	0.005157	6.161928	0.916121	0.684833
0	6.180994	1.546562	6.044318	6.251612	-0.004279	6.174075	0.917785	0.865955
0	0.101699	1.327572	5.687712	0.425511	-0.006760	6.171745	0.908187	0.859802
0	0.235868	1.012133	5.793366	6.121793	0.000300	6.218375	0.893517	0.908415
0	6.174304	0.399346	0.010198	0.215489	-0.017800	6.225166	0.920718	0.870387
0	6.246401	0.227358	6.281994	0.452091	-0.000726	6.234027	0.922849	0.895484
0	6.221684	0.098884	6.262751	0.457160	-0.001431	6.240656	0.963833	0.924858
0	6.136733	0.136017	6.240363	0.120746	-0.003097	6.267439	0.900672	0.893567
0	6.200097	6.237107	6.177800	6.002741	-0.009336	6.295237	0.934516	0.827347
0	0.053867	6.184227	6.004365	5.782060	-0.009896	6.290656	0.926695	0.960088
0	0.065158	6.236651	6.055142	5.890484	-0.009467	6.280557	0.930975	0.862105
0	6.153670	6.218450	0.014112	6.117400	0.004994	6.278210	0.930139	0.865346
0	5.982938	6.190691	6.036774	6.219546	0.028954	6.291879	0.908192	0.862568
0	6.007474	5.923436	5.763659	0.101401	0.036819	6.289747	0.926926	0.878841
0	6.026091	5.904905	5.899042	0.041735	0.037422	6.297155	0.885775	0.899378
0	5.824669	5.927840	6.053871	6.042787	0.025913	6.305858	0.907907	0.864369
0	5.870194	5.768286	5.997806	0.243457	0.024072	6.288998	0.960649	0.905998
0	5.806641	5.838700	6.071542	0.162106	0.031882	6.297933	0.962533	0.861177
0	5.755952	5.947173	6.030037	5.876956	0.034256	6.300378	0.949965	0.838668
0	5.779473	5.955212	5.915994	6.022783	0.031483	6.292379	0.934896	0.823549
0	5.979763	6.172988	5.875829	5.788068	0.030110	6.293198	0.949273	0.953431
0	5.944855	6.248669	5.792479	5.819538	0.026576	6.292132	0.926059	0.941787
0	5.904763	6.257741	5.985795	5.934613	0.025949	6.279704	0.959911	0.925427
0	5.804706	0.083942	6.078777	5.777362	0.034134	6.277124	0.894963	0.940154
0	5.688421	0.004863	6.072129	0.047723	0.034391	6.252265	0.929595	0.913742
0	5.611182	0.227799	6.270135	6.136740	0.042220	6.260119	0.906707	0.966810
0	5.656876	0.132879	5.773182	6.161062	0.041090	6.259213	0.907307	0.885822
0	5.994106	0.113211	5.629288	6.191557	0.032179	6.262586	0.941688	0.908806
0	6.040313	0.110693	5.635254	6.173425	0.026305	6.271677	0.904674	0.912789
0	6.050804	0.057877	5.904553	6.097288	0.029480	6.278069	0.938730	0.931809
0	5.911373	6.265130	5.924675	6.231246	0.022514	6.259870	0.899856	0.930285
0	5.910492	0.131381	5.909669	6.178368	0.028044	6.256956	0.920673	0.958824
0	5.943244	0.097231	5.892304	6.261542	0.026299	6.268691	0.951998	0.934298
0	5.879201	6.234049	5.956821	6.264805	0.023099	6.267689	0.952058	0.948031
0	5.856536	6.260847	6.104428	6.141010	0.024865	6.272442	0.933123	0.929138
0	5.886113	0.000165	5.979252	6.011664	0.031323	6.276878	0.942095	0.912837
0	5.736833	0.060484	6.084162	5.756103	0.028355	6.272447	0.920381	0.905172
0	5.726360	0.205710	6.108504	5.989268	0.033570	6.271538	0.902305	0.899734
0	5.750612	0.189937	6.113645	5.953729	0.031616	6.266232	0.900288	0.933184
0	5.753817	0.197071	5.942211	6.096462	0.050944	6.257211	0.911780	0.948130
0	5.786993	0.264856	5.929063	6.174540	0.024657	6.257147	0.947977	0.939262
0	6.054149	0.181949	5.843608	6.111752	0.008593	6.268777	0.858534	0.941821
0	6.039217	0.136213	6.038921	6.159300	0.026067	6.263359	0.853186	0.949932
0	5.873297	0.119479	6.221633	6.193456	0.009234	6.267140	0.943635	0.951176
0	6.107867	0.082404	6.010881	5.940124	0.000603	6.269224	0.907843	0.937113
0	6.146231	0.058959	6.113440	0.085919	-0.001405	6.268149	0.949314	0.940745
0	6.184098	0.050103	5.996203	0.097553	0.010177	6.261482	0.940463	0.897365
0	6.070794	0.114769	6.011046	0.158053	0.015639	6.261880	0.922509	0.906340
0	5.981932	0.201523	5.981452	0.066413	0.016975	6.258265	0.918719	0.841205
0	6.060766	0.221885	6.107016	6.158372	0.003255	6.269769	0.896263	0.934137
0	0.023715	0.025336	5.973951	6.011439	-0.002122	6.282123	0.943922	0.948388
0	0.077627	6.217564	5.845791	6.002098	-0.000964	6.289521	0.941478	0.953713
0	0.129360	6.086515	5.690270	5.941860	0.003519	6.288954	0.907601	0.954608
0	0.135529	6.224746	5.791410	5.965553	0.002887	6.280985	0.940036	0.945589
0	0.121772	6.238598	5.897465	6.046365	-0.017738	6.277324	0.891586	0.942594
