"count"	"b2a"	"b2b"
388	0.861706	0.418474
389	0.78983	0.411898
390	0.781102	0.331668
391	0.947262	0.240964
392	0.895556	0.885571
393	0.935396	0.163413
394	0.737183	0.376218
395	0.633428	0.102696
396	0.225397	0.351122
397	0.22191	0.25494
398	0.542368	0.756989
399	0.625057	0.659957
400	0.484471	0.795698
401	0.729415	0.36661
402	0.764093	0.32822
403	0.698407	0.588786
404	0.455318	0.617941
405	0.0133	0.790545
406	-0.289558	0.658839
407	0.376414	0.837906
408	0.852778	0.649238
409	0.97154	0.57176
410	0.512465	0.718579
411	0.642479	0.883073
412	0.801023	0.769501
413	0.930839	0.675681
414	0.620849	0.763613
415	0.626181	0.694681
416	0.690983	0.705828
417	0.728701	0.593504
418	0.8022	0.840004
419	0.777704	0.874436
420	0.476829	0.704871
421	0.375005	0.737284
422	0.564557	0.39856
423	0.275392	0.56022
424	0.2457	0.322062
425	0.244249	0.336346
426	0.528007	0.230249
427	0.544752	0.343639
428	0.273526	0.466843
429	0.423086	0.647687
430	0.655623	0.747766
431	0.826333	1.214153
432	0.353185	-0.494219
433	0.854864	0.709667
434	0.653639	0.148294
435	0.602728	0.04054
436	0.776929	1.958879
437	0.641822	1.578854
438	0.573943	1.39274
439	0.598744	0.875596
440	0.533134	0.951343
441	0.68393	0.494928
442	0.806705	0.806589
443	0.806941	0.375501
444	0.936531	0.340634
445	0.379982	0.523002
446	0.546344	1.02966
447	0.448502	0.958937
448	0.087022	0.310773
449	1.19346	0.662368
450	0.453864	0.495296
451	1.003662	1.150682
452	0.587295	0.121917
453	0.567344	1.133934
454	0.799208	0.626961
455	0.740853	0.483822
456	0.53267	0.578507
457	0.683132	0.653313
458	0.244145	0.595135
459	0.425414	0.457082
460	0.841062	0.863403
461	0.216053	0.499798
462	0.357896	0.459559
463	0.285559	0.529903
464	0.586927	0.954483
465	0.642946	0.787799
466	0.784066	0.376957
467	0.770475	0.342007
468	0.482455	0.421787
469	0.584349	0.691013
470	0.862554	0.907434
471	0.88148	0.618025
472	0.841882	0.566356
473	0.868099	0.785168
474	0.817066	0.745833
475	0.863177	0.242501
476	0.696359	0.374504
477	0.631845	0.457888
478	0.593985	0.344116
479	0.616898	1.08534
480	0.43197	0.712999
481	0.54823	0.919717
482	0.473701	0.841024
483	0.453056	0.837182
484	0.426685	0.720792
485	0.719189	0.939132
486	0.657145	0.783563
487	0.335567	1.103526
488	0.439615	0.693209
489	0.168193	0.421189
490	0.067017	0.738486
491	0.26178	0.778178
492	0.606257	1.156724
493	0.937766	1.19839
494	0.805121	0.262411
495	0.663596	0.101269
496	0.734735	0.807115
497	0.493691	1.012736
498	0.541809	0.356014
499	0.490256	0.545412
500	0.724202	1.003463
501	0.912199	0.298099
502	0.499726	0.224277
503	0.688173	0.340764
504	0.653767	1.153731
505	0.423727	0.865224
506	0.440689	0.371247
