"count"	"b7a"	"b7b"
780	3.853581	3.779246
781	4.066786	4.407187
782	4.155213	3.686886
783	3.99373	3.192357
784	4.164817	3.743425
785	3.187307	3.665953
786	3.766178	4.221603
787	3.961403	3.917822
788	3.101615	4.124096
789	3.054495	3.406129
790	3.020864	3.557445
791	4.090823	4.059405
792	4.295399	3.972357
793	4.327153	3.773441
794	3.734108	3.894134
795	3.22353	3.931547
796	3.531685	3.871442
797	3.354525	3.944824
798	3.474198	4.713196
799	3.584338	4.91093
800	3.445103	4.064268
801	2.986053	4.941182
802	3.344098	2.971581
803	4.291299	3.318544
804	3.69068	3.079328
805	4.330655	3.793041
806	3.933751	3.962107
807	4.062264	3.553055
808	3.774889	3.468027
809	3.89809	3.146986
810	3.6548	4.03188
811	3.280324	3.54762
812	3.195573	3.660705
813	3.159217	3.73409
814	2.439576	3.238177
815	3.439464	3.659015
816	3.078763	2.910345
817	2.732108	2.633094
818	3.590109	3.254951
819	3.534907	2.999154
820	3.223351	3.126746
821	3.380729	3.733681
822	3.381713	2.887653
823	4.02147	4.320595
824	3.276584	3.999432
825	3.809697	2.600804
826	3.561606	3.330498
827	4.041097	3.348908
828	4.027131	3.17302
829	2.638446	3.111945
830	3.467403	3.078657
831	3.397843	2.894204
832	3.21592	2.657057
833	4.143493	2.939039
834	3.290077	3.019513
835	4.958449	2.640374
836	4.214739	3.763666
837	4.385156	3.818457
838	4.265303	4.057096
839	3.521573	3.725389
840	3.966924	3.494772
841	3.895848	3.834763
842	4.8666	3.544027
843	5.018867	2.968099
844	4.503365	2.947497
845	4.557002	2.627099
846	3.092209	2.874534
847	5.314371	2.782611
848	4.20664	3.000336
849	3.902829	2.516359
850	3.55704	2.813648
851	3.849317	2.441049
852	3.361253	3.120716
853	3.630989	3.081616
854	5.237459	2.924244
855	4.458801	3.620873
856	4.359978	3.514962
857	4.846833	3.025334
858	4.312987	3.15806
859	4.583982	3.538767
860	4.039292	3.27681
861	3.214938	3.443482
862	1.378744	3.476091
863	1.646164	3.515823
864	2.87541	2.943205
865	3.538942	3.34013
866	2.650569	3.624085
867	3.014365	2.731615
868	3.182432	2.682218
869	2.614914	2.92015
870	2.936642	3.000055
871	3.15002	1.652523
872	4.589759	1.565563
873	3.53729	1.861907
874	3.773581	1.818216
875	4.461356	3.666267
876	4.085497	3.181051
877	3.440748	3.751836
878	3.647329	2.743407
879	3.154322	3.007013
880	3.14327	2.949386
881	3.278875	2.947779
882	3.298625	3.171262
883	3.219005	3.719227
884	3.970738	2.749653
885	3.918443	4.33236
886	3.913941	4.092338
887	4.110729	3.786966
888	4.172036	3.552561
889	4.067536	4.191099
890	4.047944	3.87113
891	4.406273	4.352836
892	4.010379	3.366619
893	4.407069	3.725537
894	3.960384	3.508168
895	3.475825	3.346412
896	3.810616	2.3898
897	2.7855	2.898709
898	3.35158	2.957566
899	2.318577	3.050848
900	5.247459	3.671023
901	2.833964	3.685504
902	2.574282	3.022628
903	2.559673	3.263433
904	2.946715	3.621222
905	3.287775	3.272333
906	3.788681	3.327509
907	2.685846	3.758679
908	2.154224	3.071112
909	4.215455	3.031686
910	3.767165	3.10682
911	3.343771	3.034596
912	4.500317	2.977261
913	4.188203	3.09766
914	3.140262	2.826601
915	3.001054	3.024731
916	3.715746	3.924641
917	4.158352	2.848036
918	4.020916	3.969872
919	2.953194	3.35389
920	4.503467	3.40386
921	2.017346	3.112858
922	2.072843	3.156552
923	2.044079	2.717526
924	1.622312	3.438584
925	3.400845	3.480073
926	3.686063	3.683085
927	3.054391	3.421588
928	3.139492	3.465995
929	1.613971	3.064431
930	2.345032	3.052654
931	2.82009	3.182564
932	2.189069	3.184708
933	3.066958	3.57953
934	3.406634	3.635166
935	2.768862	3.51331
936	3.159539	2.824459
937	3.86903	3.02391
938	3.820301	3.138406
939	3.339022	2.938825
940	3.228935	3.937967
941	4.016764	3.095826
942	3.843127	3.395636
943	3.465122	3.172309
944	4.853798	3.73042
945	3.791409	3.647678
946	4.118886	2.918274
947	2.479998	2.804557
948	2.471968	2.388992
949	3.158269	1.938216
950	3.669539	2.102165
951	3.404085	3.641685
952	2.942495	3.299633
953	4.067871	3.328989
954	3.92274	3.846321
955	4.044824	2.77795
956	4.063794	3.062321
957	3.864794	3.182805
958	4.302551	2.97735
959	3.979426	3.769967
960	4.148088	4.087681
961	3.624856	3.344627
962	3.784635	3.556948
963	3.846113	2.69544
964	4.062974	4.215962
965	3.6737	3.532609
966	3.655356	3.643729
967	3.573967	3.415132
968	3.445792	3.225997
969	3.476123	3.54546
970	3.717125	4.166721
971	3.607792	3.836137
972	3.704725	3.685514
973	4.21951	3.588891
974	3.612217	3.876647
975	3.944791	4.123639
976	3.784153	4.050508
977	4.485494	4.207267
978	3.402409	4.45596
979	3.283863	4.508702
980	3.226832	3.82288
981	3.430419	4.09489
982	4.081793	2.748421
983	3.745628	3.457775
984	3.236494	4.084915
985	2.966082	2.518019
986	3.274839	3.221285
987	4.425443	3.940611
988	5.367879	4.253293
989	4.166615	4.082201
990	5.17075	3.351499
991	4.043638	3.83606
992	5.963008	4.267098
993	5.014075	3.695812
994	4.729787	3.989236
995	6.209155	3.758065
996	0.021912	4.000226
997	2.70234	4.282606
998	0.571354	4.362787
999	0.405653	3.878578
1000	5.676586	4.259324
1001	5.182663	3.918474
1002	3.425245	4.273661
1003	0.206091	3.70981
1004	0.149684	2.990741
1005	3.849613	2.934663
1006	3.233293	3.021086
1007	3.249729	3.166646
1008	3.043323	3.035177
1009	2.594917	3.077399
1010	2.960555	2.448701
1011	2.931226	2.671573
1012	2.408828	3.140387
1013	2.951929	2.547828
1014	3.216065	3.506889
1015	2.406896	3.593598
1016	3.237733	2.786162
1017	2.471113	2.69237
1018	2.330922	3.257961
1019	2.785816	3.312153
1020	2.47753	3.266891
1021	2.816917	2.890211
1022	2.590253	3.235097
1023	2.812896	3.277233
1024	2.628611	3.168356
1025	2.477075	3.378777
1026	2.466981	3.333168
1027	2.77858	3.294494
1028	2.473945	3.663749
1029	2.178004	0.582724
1030	2.139435	2.091877
1031	2.248168	2.876765
1032	2.35235	1.877199
1033	2.319178	2.495836
1034	2.313359	2.386059
1035	2.2013	2.933089
1036	2.025174	3.189169
1037	1.744702	5.732184
1038	2.323663	0.130588
1039	2.302929	1.590739
1040	2.222512	3.143258
1041	2.557769	3.324323
1042	2.558216	3.986533
1043	3.057901	1.903806
1044	3.346883	2.195898
1045	2.197092	4.289761
1046	2.100564	5.109616
1047	3.38115	0.262319
1048	3.325296	5.969161
1049	3.549977	2.208714
1050	2.963565	1.916051
1051	2.555951	1.665462
1052	3.319083	1.495951
1053	2.974678	2.691027
1054	3.039506	2.393075
1055	2.723794	3.554143
1056	2.904227	2.899837
1057	3.356993	3.097954
1058	3.319977	2.369965
1059	3.328219	2.398121
1060	3.341651	3.189376
1061	3.868122	2.365301
1062	3.698601	2.592301
1063	3.415792	2.457441
1064	3.346216	2.868949
1065	3.613644	2.926203
1066	2.856565	3.310683
1067	3.506445	3.433798
1068	3.252163	3.268581
1069	2.927814	2.817081
1070	3.333683	2.850753
1071	3.285846	3.061134
1072	3.064806	3.01905
1073	2.701439	2.769364
1074	2.704548	2.695068
1075	2.854163	3.289019
1076	2.970258	3.16181
1077	3.19428	2.844193
1078	3.255157	2.991043
1079	2.612609	3.332789
1080	3.323111	3.197534
1081	3.061092	2.998593
1082	2.958014	2.764297
1083	3.125209	2.901253
1084	3.31119	2.700732
1085	2.931111	2.728195
1086	2.938607	2.461656
1087	2.936127	2.861391
1088	2.95947	2.563692
1089	2.815997	2.457018
1090	2.88058	2.446658
