"count"	"b2a"	"b2b"
575	-0.497605	-0.029035
576	0.963177	0.017929
577	0.680425	0.759306
578	0.755376	0.739732
579	0.625612	0.171568
580	0.778919	-0.233579
581	1.02041	0.408871
582	0.44929	-0.182352
583	0.376632	0.503727
584	0.679246	0.663589
585	-0.145522	0.465481
586	0.783427	0.721279
587	0.984107	0.972625
588	-0.331382	0.003311
589	-0.013705	0.13435
590	-0.005607	0.897196
591	-0.010618	0.940619
592	0.750964	0.634811
593	0.441633	0.379005
594	0.715505	0.07141
595	0.636153	0.08725
596	0.618494	0.647773
597	0.550933	0.191833
598	0.034833	0.142125
599	0.191745	0.132256
600	0.067255	0.495321
601	0.164494	0.156486
602	0.143738	0.184598
603	-0.054088	0.292795
604	0.269971	0.406046
605	0.353382	-0.42661
606	-0.207647	-0.080285
607	0.254644	1.460042
608	0.298689	-0.140226
609	0.183652	0.200477
610	0.106962	0.369885
611	-0.116841	0.443237
612	0.157024	0.290041
613	-0.085305	0.276827
614	1.170189	0.456123
615	0.257574	0.535523
616	0.298715	0.667764
617	0.103118	0.490621
618	0.309059	0.391009
619	-0.106624	0.120596
620	0.299928	-0.171468
621	0.324722	-0.283764
622	0.344073	0.223042
623	-0.095996	-0.096548
624	0.365972	0.169826
625	0.354931	0.395815
626	0.205666	0.671428
627	-0.17035	0.721372
628	-0.252238	0.700761
629	1.204655	1.009797
630	-0.164732	0.450481
631	0.450551	0.820572
632	0.248406	0.849593
633	0.876376	0.578342
634	0.666812	0.723559
635	0.759399	0.950776
636	0.80978	0.902569
637	0.376601	0.14316
638	0.680722	0.689017
639	0.852433	0.741397
640	0.600253	0.310057
641	0.235248	-0.088093
642	0.346818	0.504624
643	0.378021	0.23938
644	0.415308	0.298139
645	0.49028	0.18617
646	0.285084	1.005619
647	1.105003	0.103347
648	0.279882	-0.299083
649	-0.159335	-0.070604
650	-0.22299	0.325226
651	-0.053986	0.434346
652	0.336365	-0.075889
653	0.247341	0.018852
654	0.587605	0.411117
655	0.598389	0.283113
656	0.499893	0.06268
657	0.908343	0.170312
658	-0.109321	0.171253
659	-0.160071	0.275105
660	0.121908	0.373134
661	0.268717	0.94536
662	0.123771	-0.06055
663	-0.007164	-0.121037
664	0.268261	0.577362
665	0.117758	0.810641
666	0.718863	-0.171666
667	0.264883	0.401243
668	0.460695	0.893441
669	0.246486	-0.375416
670	0.44324	1.122506
671	1.007148	1.190001
672	0.60525	1.164504
673	-0.338534	0.037178
674	0.592603	0.038756
675	0.562698	0.629878
676	0.846607	0.238205
677	1.088623	0.065989
678	0.378776	0.08186
679	0.903607	0.842481
680	0.78256	0.896259
681	0.712235	0.311205
682	0.965908	-0.209455
683	-0.32735	0.364482
684	-0.106046	0.953778
685	-0.134254	0.389342
686	0.445038	0.2634
687	0.278778	0.216714
688	0.072827	0.244218
689	0.535644	0.47555
690	1.06424	0.887091
691	1.052603	0.221247
692	-0.041829	0.324334
693	-0.073868	1.102173
694	0.219964	0.819681
695	0.571813	0.784619
696	1.345327	0.979829
697	0.901274	0.338115
698	1.113072	0.523247
699	0.918339	0.279117
700	0.707361	1.198296
701	0.241675	-0.319783
702	0.572184	0.628593
703	0.783819	0.012174
704	0.74024	0.604957
705	0.769824	0.244876
706	0.657753	0.841018
707	-0.366272	1.0966
708	-0.355639	0.77167
709	0.186617	0.686191
710	-0.176786	-0.076778
711	0.136592	0.31019
712	0.358041	-0.089965
713	0.535236	0.334889
714	0.212733	0.886449
715	1.038171	0.68331
716	0.277971	0.778172
717	0.182602	0.119314
718	0.227149	0.041894
719	0.394727	0.229952
720	0.048041	0.853885
721	0.0641	0.101587
722	1.082615	0.200337
723	0.404422	0.008753
724	1.122618	0.541969
725	0.326519	-0.009537
726	0.130377	0.281548
727	0.077692	-0.02415
728	0.532688	0.175653
729	0.379289	0.24892
730	0.409583	0.497145
731	0.062432	0.797312
732	0.33339	0.529713
733	-0.216673	-0.058477
734	1.252401	0.437226
735	1.247973	0.523476
736	0.728081	0.506175
737	0.634284	1.328139
738	0.923434	1.511731
739	0.050691	0.276758
740	0.862793	-0.856769
741	0.375262	0.077872
742	0.712054	0.318849
743	-0.403513	-0.073197
744	3.50809	-0.915157
745	0.613262	1.655632
746	-0.293369	1.325357
747	0.125871	1.215166
748	0.046821	1.381962
749	1.032431	2.229667
750	0.962349	3.638409
751	0.395633	1.329931
752	-0.047843	3.193969
753	0.109322	3.292178
754	-0.285097	4.935953
755	0.240488	5.364699
756	0.541367	-3.696715
757	0.425671	1.972447
758	0.385203	0.173408
759	0.104203	0.583558
760	1.181703	1.384002
761	0.679912	2.44681
762	0.997573	2.153369
763	-0.149082	4.5003
764	0.343039	5.321684
765	0.730039	4.815705
766	0.21225	4.448192
767	-0.182645	4.61168
768	0.614591	3.65696
769	-0.083741	5.904631
770	0.479633	-4.191077
771	0.457728	-2.519313
772	0.312634	-5.446964
773	0.673252	-6.197588
774	0.463782	-6.277769
775	0.942021	-6.510224
776	0.61614	-6.504746
777	-0.11414	-6.361095
778	-0.44626	-6.643194
779	-0.077071	-6.889582
780	1.392991	-6.803932
781	1.56982	-6.245871
782	1.763294	-6.139641
783	-0.544575	-6.779996
784	0.190578	-6.320913
785	0.922833	-6.63415
786	-0.378572	-6.895292
787	0.453574	-6.804409
788	0.647689	-5.857992
